Username,Date,Content,Cleaned_Content
@llambion,"Oct 10, 2022","Replying to 
@cabal_a
 and 
@Dalaienator
Yo esto de las viudas sinceramente no lo entiendo...
Yo apoyo a Bolo mientras sea entrenador del Oviedo, otra cosa es q no me guste nada o q la comparativa con otros como es Ziganda no de la talla.
Critiqué a su dia a Ziganda como a Bolo ahora, soy del Oviedo y quiero q gane


Killer Asturias",yo esto de las viudas sinceramente no lo entiendo yo apoyo a bolo mientras sea entrenador del oviedo otra cosa es q no me guste nada o q la comparativa con otros como es ziganda no de la talla critiqué a su dia a ziganda como a bolo ahora soy del oviedo y quiero q gane
@killer_asturias,"Oct 10, 2022","🆚 Bolo busca su revancha ante Ziganda

🔵 El técnico navarro salió victorioso de los dos encuentros de la pasada temporada entre Oviedo y Ponferradina 

https://killerasturias.com/noticias/bolo-busca-su-revancha-ante-ziganda
José Antonio García Sánchez",bolo busca su revancha ante ziganda el técnico navarro salió victorioso de los dos encuentros de la pasada temporada entre oviedo y ponferradina
@JAGS62,"Oct 10, 2022","Replying to 
@RealOviedo
Este es el camino para empezar a crecer, pero la actitud debe ser durante los 90 minutos, y todos los partidos, no hay equipo pequeño ni grande,hay que presionar desde le minuto 1, . Bolo no inventes. Defensa natural y centro de campo natural, . Hala Oviedo
Christian",este es el camino para empezar a crecer pero la actitud debe ser durante los minutos y todos los partidos no hay equipo pequeño ni grandehay que presionar desde le minuto bolo no inventes defensa natural y centro de campo natural hala oviedo
@ChistyOviedo,"Oct 10, 2022","Veo un debate si aplaudir o no el miércoles a Ziganda:
Creo que el Tartiere ya le aplaudió (merecidamente), en la última jornada contra el Ibiza.
Agradecido por salvarnos aquel año de volver a bajar, y defendí su renovación.
Pero creo q Bolo y los nuestros necesitarán el apoyo.
Ichigo_uvieu",veo un debate si aplaudir o no el miércoles a ziganda creo que el tartiere ya le aplaudió merecidamente en la última jornada contra el ibiza agradecido por salvarnos aquel año de volver a bajar y defendí su renovación pero creo q bolo y los nuestros necesitarán el apoyo
@Ichigo_uvieu,"Oct 10, 2022","Replying to 
@cesarelchelo
 
@Kilmister1926
 and 
@Blanco_ovd1
Pero vamos a ver, usted no ve que a bolo se le trajo con ese propósito, y no ve que es muy complicado hacer eso en el Real Oviedo en segunda división? Yo creo que a alguno os meten en el polideportivo de pumarin y ni se entera que no esta viendo el fútbol


Varo_OVD 🐺",pero vamos a ver usted no ve que a bolo se le trajo con ese propósito y no ve que es muy complicado hacer eso en el real oviedo en segunda división yo creo que a alguno os meten en el polideportivo de pumarin y ni se entera que no esta viendo el fútbol
@VaroOvd,"Oct 10, 2022","Replying to 
@DeOviedoalCielo
Yo soy zigandista pero como no está en mi equipo pues iré a muerte con el que esta que es Bolo. Ojalá ganemos y callemos a aquella gente cuyo objetivo es que pierda el Oviedo. Este quien este, siempre con el RO
Radio MARCA Asturias",yo soy zigandista pero como no está en mi equipo pues iré a muerte con el que esta que es bolo ojalá ganemos y callemos a aquella gente cuyo objetivo es que pierda el oviedo este quien este siempre con el ro
@RMarcaAsturias,"Oct 10, 2022","🔵 Actualidad del Real Oviedo con 
@Alberto_Galvez8


👂 Escuchamos a Bolo tras el empate de los azules ante el Zaragoza.

🔜 El Oviedo ya piensa en el Huesca

#DirectoMarcaAsturias
OviedoBold",actualidad del real oviedo con escuchamos a bolo tras el empate de los azules ante el zaragoza el oviedo ya piensa en el huesca directomarcaasturias
@OviedoBold,"Oct 10, 2022","Replying to 
@DeOviedoalCielo
Dios, mira que Bolo lo está haciendo mal, pero como ganemos...jojojo
Sergio",dios mira que bolo lo está haciendo mal pero como ganemosjojojo
@SergioAlonso,"Oct 10, 2022","Que la mierda de partido de ayer ante la banda que es el Zaragoza le sirva a Bolo para seguir siendo entrenador del Oviedo me parece surrealista. Será que este año empatar si está bien visto. Más de un mes sin ganar. Y se aplaude.
Marco",que la mierda de partido de ayer ante la banda que es el zaragoza le sirva a bolo para seguir siendo entrenador del oviedo me parece surrealista será que este año empatar si está bien visto más de un mes sin ganar y se aplaude
@muladelbierzo,"Oct 10, 2022","A finales de Agosto las mismas personas que me dijeron que Bolo y Gomes no llegaban a Oviedo, me dijeron que era un error fichar tanto extranjero que no conoce la categoría .
Cali González",a finales de agosto las mismas personas que me dijeron que bolo y gomes no llegaban a oviedo me dijeron que era un error fichar tanto extranjero que no conoce la categoría
@CaliGlezL,"Oct 10, 2022","Leve reacción y mejora del Oviedo. Invicto a domicilio. Sorprendente revolución táctica de Bolo en la primera parte, que tuvo que corregir tras el descanso. Al menos, durante la mayor parte del partido, se vio un equipo más suelto en ataque. El aspecto físico empieza a preocupar.
𝕍𝕚𝕥𝕣𝕚🔰",leve reacción y mejora del oviedo invicto a domicilio sorprendente revolución táctica de bolo en la primera parte que tuvo que corregir tras el descanso al menos durante la mayor parte del partido se vio un equipo más suelto en ataque el aspecto físico empieza a preocupar
@SerdelOviedo_,"Oct 10, 2022","Replying to 
@lixfeace
 
@josebermejo82
 and 
@NooormP
No voy a entrar a discutir la pedazo de fula que comentas, lo que me llama la atención es que lleves 12 años en tuiter y tengas 10 seguidores, te entrena bolo o como lo haces?
Packs",no voy a entrar a discutir la pedazo de fula que comentas lo que me llama la atención es que lleves años en tuiter y tengas seguidores te entrena bolo o como lo haces
@NotoriousPacks,"Oct 10, 2022","Replying to 
@phuergarcia
Que conste que no era anti zigandista pero qué cojones tiene q ver?
Que el Oviedo con Bolo de puto asco no hace a ziganda mejor entrenador. A cada uno se le mide por si trabajo.
No por el de su sucesor.


Vetusta",que conste que no era anti zigandista pero qué cojones tiene q ver que el oviedo con bolo de puto asco no hace a ziganda mejor entrenador a cada uno se le mide por si trabajo no por el de su sucesor
@DeOviedoalCielo,"Oct 10, 2022","Replying to 
@sabid111
Que Bolo se marche del Oviedo, es cuestión de tiempo. No creo, que ni los,jugadores crean en un entrenador que cada domingo, toca una melodía diferente.
El miércoles, que viene se puede dar la ""tormenta perfecta"". Incluso algunos, seguro que se ""alegran""...
Rai_RSG",que bolo se marche del oviedo es cuestión de tiempo no creo que ni losjugadores crean en un entrenador que cada domingo toca una melodía diferente el miércoles que viene se puede dar la tormenta perfecta incluso algunos seguro que se alegran
@raimon_perru,"Oct 9, 2022","Replying to 
@FichajesRSG
Hoy mereció ganar de largo el Oviedo XD
Lo positivo es qué sino ganan hoy siendo superiores, van a tener complicado sacar victorias con Bolo, me parece qué el cambio sé va acabar produciendo....
El Príncipe",hoy mereció ganar de largo el oviedo xd lo positivo es qué sino ganan hoy siendo superiores van a tener complicado sacar victorias con bolo me parece qué el cambio sé va acabar produciendo
@Lediakhov,"Oct 9, 2022","Replying to 
@Piero_Oviedo
No sé, el Sporting lleva unas cuántas también y físicamente se les ve como motos. Yo lo que digo es que Bolo no creo que sea mal entrenador y creo que tiene peor plantilla de la que tenía Ziganda, aunque sea parecida.
Piero Oviedo",no sé el sporting lleva unas cuántas también y físicamente se les ve como motos yo lo que digo es que bolo no creo que sea mal entrenador y creo que tiene peor plantilla de la que tenía ziganda aunque sea parecida
